Churn,Account Length,Messages,Day Mins,Eve Mins,Night Mins,Intern. Min,CallCenter enquiry,Call Plan,Message Plan
0,193,17,124,202.9,205.1,12.3,1,0,1
0,73,0,198.3,279.3,146.2,14.8,3,0,0
0,62,0,172.8,204.8,240.8,9.1,2,0,0
0,30,30,217.4,213.8,227.2,6.6,0,0,1
1,60,29,265.9,215.8,108.1,14,0,1,1
0,148,14,93.6,193.8,144.9,17.5,1,0,1
0,96,0,98.2,307.2,182.5,7.6,2,0,0
0,52,0,214.7,158.6,123.4,9.4,2,0,0
0,87,0,168.2,224.7,169.5,12.9,1,0,0
0,41,0,202.9,153.8,113.5,9,3,0,0
0,112,0,261.4,154.5,130.9,11.6,1,0,0
1,88,0,73.3,161.4,239.6,8.2,4,0,0
0,122,27,253.7,229.2,190.5,9.2,7,0,1
0,61,0,45,151.3,152.9,9.8,2,0,0
0,87,0,231.3,171.7,67.7,13,1,0,0
0,176,0,47.4,167.8,163.1,10.5,2,0,0
0,30,0,227.4,182.5,191.7,12.5,0,0,0
0,95,22,40.9,133.4,264.2,11.9,0,0,1
0,46,0,124.8,157.3,199.3,8.6,2,0,0
0,100,0,68.5,337.1,205.2,12.1,0,1,0
0,47,37,163.5,203.1,232,7.8,2,0,1
0,77,0,163,219.1,233.4,6.7,2,0,0
0,98,38,213.7,253,207.7,10.7,2,0,1
0,125,36,201.3,42.2,125.7,5.4,1,0,1
0,67,0,310.4,66.5,246.5,9.2,4,0,0
0,194,0,48.4,281.1,218.5,18.2,1,0,0
0,128,40,171.2,145.7,196.8,14,1,0,1
0,190,22,166.5,183,121,8.5,0,0,1
0,165,0,216.6,190.8,224.7,12.4,0,0,0
0,59,0,107.8,216.6,217.5,9.9,2,0,0
0,47,28,141.3,168,113.5,7.8,1,0,1
0,150,29,209.9,158,141.9,6.6,0,0,1
1,152,20,237.5,253.4,265.2,14.2,9,1,1
0,26,0,234.5,216.5,191.6,3.5,3,0,0
0,79,31,103.1,243,76.4,12.2,3,0,1
0,95,27,129.5,248.9,268,11.9,1,0,1
1,69,0,279.8,248.7,171,8.4,2,1,0
1,95,41,136.8,200.8,133.7,10.3,5,1,1
0,31,31,100.1,246.3,255,5.9,0,0,1
0,121,31,237.1,205.6,196.7,10.1,4,0,1
1,111,0,172.8,183.1,158.8,7.9,4,0,0
0,157,0,224.5,200.7,116.6,11.5,2,0,0
1,44,0,288.1,258,192.4,10.2,3,0,0
0,61,0,78.2,195.9,108,10.1,2,1,0
0,65,0,148.7,259,149.5,12.7,2,0,0
0,74,25,194.6,119.9,175.5,13.1,2,0,1
0,123,0,159.5,303.8,226.9,12,0,0,0
0,58,20,194.5,213.7,236.6,9.5,1,0,1
1,74,0,174.1,251.1,257.6,8.3,2,0,0
0,125,0,131.8,136.7,308.2,7.7,2,0,0
0,80,0,160.6,237,245.1,10.7,1,0,0
0,53,18,146.8,310,178.7,7.2,0,0,1
0,99,28,200.7,264.2,172.7,9.1,1,0,1
0,99,0,145.6,98.3,230.8,10.9,1,0,0
0,66,29,229.4,257.4,231.5,8,2,0,1
0,97,0,211,189,123,4.7,3,0,0
0,75,37,121.5,271.4,248.7,11.3,2,0,1
0,85,0,216,188.2,147.1,3.6,2,1,0
0,108,0,293,160.6,143.9,10,2,0,0
1,133,32,221.1,264.9,168.9,15.4,2,1,1
0,51,0,181.5,196.9,187.2,10.3,1,0,0
0,186,26,74.3,177.3,296.3,14.5,2,0,1
0,44,0,62.3,275,138.7,10.8,1,1,0
0,64,31,228.6,248.5,167.1,9,3,0,1
1,44,0,228.1,276.5,279.8,9.9,2,0,0
0,114,36,309.9,200.3,183.5,14.2,1,0,1
0,92,0,201.9,226.8,217.5,13.7,3,0,0
0,110,0,149.8,180,140,11.7,2,0,0
0,90,30,183.8,229.7,144.1,7.7,1,0,1
0,72,21,186.7,335,187.2,16.5,1,0,1
1,113,0,209.4,347.3,246,7.4,1,0,0
0,171,25,223.2,183.2,150.8,10.2,3,0,1
0,104,0,164.2,155.4,168.9,10.7,1,0,0
0,165,0,150.5,193.1,311.6,10.3,1,0,0
1,104,0,234.2,293.1,183.9,9.8,0,0,0
0,110,0,55.3,164.7,200.7,10.2,1,0,0
0,90,0,221.8,203.8,215.8,8.4,1,1,0
0,114,0,169.6,58.9,179.3,7.4,1,0,0
1,101,0,89.7,260.1,170.1,13.5,5,0,0
0,117,14,80.2,219,122.6,8.6,1,0,1
0,109,0,218.9,299.9,158.6,11.3,2,0,0
0,82,0,125.7,207.6,183.1,12.9,1,0,0
0,92,0,176.3,93.4,207.2,9.6,2,0,0
0,82,29,207.2,254.1,169.3,9.5,2,0,1
0,90,0,205.7,161.9,269.7,12.5,2,0,0
0,87,28,151.4,152.4,250.1,0,1,0,1
0,124,0,157.5,130.7,193.4,9.6,3,0,0
0,39,0,160.4,102.6,235.3,9.1,2,0,0
0,84,0,159,167.9,167.6,12.3,1,0,0
0,75,46,214.1,200.9,246.8,9.2,0,0,1
0,102,0,102.6,246,170.5,9.1,2,0,0
1,62,0,159.7,197.5,121.6,13.9,0,1,0
0,143,0,202.8,165.8,143.9,4.6,1,0,0
0,53,0,57.5,265.5,244.3,11.6,3,0,0
0,30,0,169.9,225.2,169.7,11.4,1,0,0
1,112,0,335.5,212.5,265,12.7,2,0,0
0,129,0,139.5,289.3,129.4,13.1,0,0,0
0,63,29,142.3,118.7,240.1,6.6,1,0,1
0,28,0,187.8,248.6,208.8,10.6,0,0,0
0,111,0,146.2,261.5,163.2,8.7,3,0,0
0,91,0,231.8,150.6,269.2,11.6,3,0,0
0,90,0,193.7,154.2,299,12.7,1,0,0
0,151,0,156.4,233.4,195.7,7.7,4,0,0
1,105,29,220.7,217.7,190.5,13.2,1,1,1
0,41,37,239.8,221.9,189.1,7.3,2,0,1
0,48,43,172,200.2,233.1,8,1,0,1
0,166,35,128.2,274.5,298.9,8.8,2,1,1
0,79,0,130.2,290.9,194.8,14,3,0,0
0,153,0,195.4,154.6,142.8,11.6,1,0,0
1,110,0,293.3,188.5,266.9,14.5,0,1,0
0,163,0,191.3,193.9,268.4,12.8,1,0,0
0,126,0,122.4,143.8,157,11.5,1,0,0
0,105,33,209.6,146.9,121,10.6,2,0,1
0,172,0,215.7,146.3,264.6,7.1,3,0,0
0,126,0,161.4,220.6,249.2,5.1,0,0,0
0,97,0,144.2,226.7,144.6,13.8,3,0,0
1,95,37,220.2,185.3,205.1,4.1,0,1,1
0,87,0,256.2,160.7,249.4,7.4,4,0,0
0,97,0,112.7,217.7,152.1,6.5,1,0,0
1,76,0,299.5,226.7,210.7,13.7,0,0,0
0,140,0,194.8,170.9,225.1,13.9,0,0,0
0,169,0,100.8,230,193.6,9.5,0,0,0
0,68,22,82.5,289.9,180,4.8,3,0,1
0,122,34,146.4,89.7,220,15.6,2,0,1
0,36,0,177.9,224.6,306.3,10.8,2,0,0
0,120,27,153.5,194,256.5,10.2,5,0,1
0,121,0,150.7,197.3,169,9.2,1,0,0
0,64,19,180.1,127.5,237.4,7.5,0,0,1
0,13,31,265.3,147.6,259.3,12.9,1,0,1
0,106,0,128.6,134,210.6,11.4,0,0,0
0,88,0,161.5,173.5,206.2,7.9,2,0,0
0,74,0,165.3,198.5,208.5,9.8,1,0,0
0,83,0,195,210.5,180.6,11,0,0,0
0,49,0,213.8,265.1,239.8,15.6,0,0,0
0,111,24,205.5,219.3,215.9,14,1,0,1
0,50,22,252.9,177.9,158.4,8.5,3,0,1
0,153,28,235.6,227.9,170.3,15.4,0,0,1
0,88,0,192,127.6,155.6,7.5,1,0,0
0,131,39,69.1,101.3,104.8,9.1,0,0,1
1,79,0,261.7,210.6,256.7,6,3,0,0
0,140,0,235.5,257.2,103.1,11.5,2,0,0
0,105,0,213.4,204.9,179.7,9.5,1,0,0
0,54,39,206.9,127.8,199.2,9.2,3,0,1
0,87,22,263.8,103.4,208.1,8.5,3,0,1
0,96,31,183.4,195.5,180.1,10.5,1,0,1
1,79,0,157.6,194.1,231.5,9.4,5,0,0
0,55,0,175.6,161.8,289.5,9.3,0,0,0
0,130,0,242.5,102.8,142.4,9.3,2,0,0
0,34,0,151,131.4,186.6,9.9,0,0,0
0,139,0,138.1,164.5,134.9,8.3,1,0,0
1,109,0,264.7,305,197.4,9.5,1,0,0
0,65,31,282.3,152,225.5,12,1,0,1
0,63,0,211.2,237.7,259.2,12.3,0,0,0
0,152,0,197.1,130.1,78.1,7.4,3,0,0
0,147,0,205.3,166.7,240.6,7.8,1,0,0
0,112,22,181.8,228.1,262.7,9.2,2,0,1
0,120,0,252,150.2,151.8,9.6,2,0,0
0,27,0,193.8,118.9,135.9,9.2,0,0,0
0,171,0,231.2,188.7,206.9,12.3,1,0,0
0,101,33,200.1,188.9,205.1,15.5,0,0,1
0,32,26,266.7,232.3,212.8,16.3,1,0,1
0,3,36,118.1,221.5,103.9,11.9,2,0,1
0,151,0,175.3,144.3,160.2,11.8,0,0,0
0,60,0,125.1,248.8,211.3,11.2,3,0,0
0,119,0,176.8,224.7,204.6,7.5,1,0,0
0,43,0,241.9,129.4,264.8,5.9,1,0,0
0,42,0,241.2,116.5,152.2,10.6,0,0,0
0,84,0,217.1,236,118.3,9.4,1,0,0
0,65,0,195.4,181.2,178.5,8.9,0,0,0
1,75,0,222.4,327,208,8.7,1,1,0
0,116,0,189.5,189.8,205.8,13.1,1,0,0
0,107,0,123.1,158.4,256.1,9.3,0,0,0
0,189,38,256.7,150.5,123,11.4,3,0,1
0,123,0,159.1,241.6,202.4,6.5,1,0,0
0,110,0,100.1,233.3,204.4,11.1,3,0,0
0,63,32,30.9,187,230.8,8.6,1,0,1
0,176,0,223.2,214.4,154.4,10.1,3,0,0
0,108,0,187.4,199.9,216.1,12.6,1,0,0
0,13,21,315.6,208.9,260.1,12.1,3,0,1
0,71,0,277.5,131.8,126.9,8.2,1,0,0
0,88,0,189.8,197.3,234.5,14.9,2,0,0
0,137,0,147.2,192.8,172.7,10.2,1,0,0
0,82,0,185.8,276.5,192.1,5.7,4,0,0
0,92,29,155.4,188.5,254.9,8,3,0,1
0,165,0,154.2,268.6,188.8,10.9,6,0,0
0,96,0,97.6,105.5,220.2,11.6,1,0,0
0,156,0,178.8,178.4,169.2,7.5,1,0,0
0,63,0,149.3,273.6,206.6,9.1,0,0,0
0,37,0,206,186,307.1,8.4,0,0,0
0,98,0,216.8,190.8,187.5,11,0,0,0
0,121,0,103.3,129.1,167.1,10.7,0,0,0
0,94,0,139.4,159.1,128.2,7.7,0,0,0
0,99,0,191.2,163.9,243.6,14.1,1,0,0
0,163,23,160,189.4,229.9,10.4,1,0,1
0,161,0,221.7,193,194.1,6.5,3,0,0
0,99,0,62.9,231,168.9,8.5,1,0,0
0,108,0,215.6,195.3,194.4,3.6,1,0,0
0,84,42,165.3,223.5,260.8,7.6,3,0,1
0,83,32,94.7,154.4,200.4,10.6,2,1,1
0,139,0,203.2,152.5,197.8,9.7,2,0,0
0,69,0,195.3,216.7,259.9,12.5,3,0,0
0,129,0,143.7,297.8,212.6,11.4,4,0,0
0,106,0,114.4,78.3,232.7,0,2,0,0
0,158,0,222.8,203,210.6,6.9,2,0,0
0,168,22,175.9,211.7,174.5,7.3,2,0,1
1,115,0,249.9,242.5,151.7,15.3,1,1,0
0,57,30,234.5,195.2,268.8,11.4,2,1,1
0,67,0,210.7,219.2,179.7,7.2,1,0,0
0,127,0,182.3,169.9,184,9.3,1,0,0
0,78,0,190.3,194.5,256.5,11.7,2,0,0
0,100,38,177.1,163.7,242.7,7.4,0,0,1
1,103,36,87.2,169.3,166.7,10.9,6,0,1
0,113,0,215.6,193.4,105.4,13.5,1,0,0
0,78,0,137.4,237.6,206.7,14,3,0,0
0,129,36,192.8,177,216.5,16.4,1,0,1
0,57,0,149.3,200.2,231.7,11.9,2,0,0
0,82,0,143.7,170.7,287.7,7.8,1,0,0
0,64,0,224.8,190,221.4,9.2,1,0,0
0,86,39,261.2,214.2,154.9,12.7,2,0,1
0,151,26,196.5,175.8,221.8,13.4,0,0,1
1,94,0,271.2,202.6,221.6,11.5,3,0,0
0,90,0,207.2,292.5,226.3,8,2,0,0
0,48,0,300.4,133.2,197.4,7.2,2,0,0
0,85,37,229.6,132.3,211.9,9.5,2,0,1
0,93,20,187.5,169.8,175.3,12.1,1,1,1
0,169,0,57.1,199.7,274.7,6.5,3,1,0
1,68,0,162.1,155,189.7,11,5,0,0
1,91,0,145,175.8,223.7,16.7,2,1,0
0,68,0,159.5,240.8,210.3,11.4,1,0,0
0,101,0,190.7,208.6,203.8,8.8,1,0,0
0,67,20,230.6,189.1,162.2,9.4,1,0,1
0,66,0,34,278.6,129.6,11.5,0,0,0
0,116,17,193.4,240.6,248.1,11.4,5,0,1
0,158,0,202,163.5,195.4,10.4,1,0,0
0,78,0,191.7,241.4,203.5,9.1,1,0,0
0,119,26,161.3,250.3,142.4,6.6,1,0,1
0,120,0,150.6,119,232.9,6.4,1,0,0
0,155,0,184.6,196,226.5,7.8,1,0,0
0,106,0,220.7,270.2,121.6,8.7,1,0,0
0,87,0,167.3,198.5,133.1,11,1,1,0
0,146,32,154,185.5,148.2,8.2,3,0,1
0,101,29,121.1,186.4,241.7,10.1,0,0,1
0,22,23,182.1,164.6,128.8,12.7,3,0,1
0,90,0,109.6,137.6,159.7,11,2,0,0
0,41,0,209.9,121.9,253.7,9.6,1,0,0
0,69,0,167.5,242.1,101.2,11.4,2,0,0
0,33,0,213.9,239.8,148.7,9.8,2,0,0
0,112,0,115.8,243.3,184.6,13.1,1,0,0
0,108,30,276.6,220.1,177.9,9.8,2,0,1
0,136,21,179.4,181.1,320.7,9.5,2,0,1
0,128,0,187.3,270.8,206.4,10.1,1,0,0
0,27,0,201.2,227.2,145.8,8.4,2,0,0
0,161,0,189.6,267.4,184.5,1.3,1,1,0
0,33,35,186.8,261,317.8,15,0,0,1
0,120,31,153.5,219.1,237.4,11.4,0,0,1
0,113,0,187.6,208.2,158.9,8.7,2,0,0
1,122,0,230.9,243.2,182.4,11,0,1,0
0,148,26,244.9,118,236,15.2,2,0,1
0,74,0,230.9,223,157.8,9.7,3,0,0
0,106,0,187.1,250.2,144.9,11,1,0,0
0,179,0,170.7,191.1,214.6,13.3,1,0,0
1,149,28,126.9,166.9,145.2,8.8,5,1,1
0,77,0,189.5,207,214.1,9.2,0,0,0
1,127,0,176.9,167.9,182.2,7.7,1,1,0
0,80,0,161.1,198.8,228.4,10.6,1,0,0
0,106,0,169.4,197.2,202.2,10.7,1,0,0
0,61,20,254.4,161.7,251.4,10.5,0,0,1
0,135,24,127.7,215,234.3,5.8,2,1,1
0,115,26,170.5,217.2,225.7,13.6,6,0,1
0,167,0,219.1,242.9,168.9,10.1,2,1,0
0,107,0,273.5,183.8,153.8,11,2,1,0
0,112,0,161.9,200.9,134,10.7,1,1,0
0,35,27,241.7,142,288.9,9.4,1,0,1
0,103,0,62.8,170.4,280.2,9.4,3,1,0
0,107,22,281.1,143.7,239.4,11.2,1,0,1
0,69,0,228.2,263.7,142.6,10.7,3,0,0
0,85,0,209.8,194.5,200.4,11.3,0,0,0
1,24,0,265.6,208.8,182.5,11.1,2,0,0
0,90,0,214.9,117.8,133.7,11.8,2,0,0
0,137,0,110.5,223.2,169.5,10.5,3,0,0
0,92,45,281.1,198,94.3,7.5,0,1,1
0,38,0,137.8,286.3,167,14.1,2,0,0
1,69,33,271.5,253.4,165.4,8.2,1,1,1
0,45,0,112.8,218.8,240.2,9,2,0,0
0,73,0,187.3,239.7,167.5,15.1,1,0,0
0,92,0,197,269.3,158.9,10.8,1,0,0
0,113,32,180.4,129.4,166.9,8.4,1,0,1
1,68,0,148.5,219.4,198.5,14.5,1,1,0
0,135,22,197.1,259.4,134.7,14.6,2,0,1
0,100,26,153.7,137.8,213.5,15.9,1,0,1
0,96,27,261.3,220.9,179.4,11.3,1,0,1
0,108,0,246.2,202.4,180.1,9.4,1,0,0
0,84,0,191,318.8,247.3,6.5,0,0,0
0,134,0,208.3,253.6,291,12.6,1,0,0
0,72,0,253,219.3,210.8,9.8,0,0,0
0,83,0,202.3,201.5,101.7,6.8,0,0,0
0,137,0,174.4,156.3,136.5,10.2,0,0,0
0,56,30,127.1,172.1,194.6,12.1,1,0,1
0,61,16,143.5,242.6,147.7,11.3,0,1,1
0,171,17,186.9,240,200.9,5.8,1,0,1
0,123,0,194,242,146.3,12.1,1,0,0
0,58,0,234.8,106.8,178.5,9.9,0,0,0
0,156,0,123.7,103,189.4,13.1,1,0,0
0,166,0,173.9,276.4,190.8,15.3,0,0,0
0,75,41,130.9,203.4,171.7,12.4,1,0,1
1,75,0,314.6,169.8,285.1,5.7,2,0,0
0,83,0,227.9,207.5,211.7,12.1,1,0,0
0,243,0,95.5,163.7,264.2,6.6,2,0,0
0,153,0,185.3,208,206.1,15.1,1,0,0
0,150,0,146.3,202.7,234.7,13.1,1,0,0
0,92,16,184,76.4,185.1,12.7,2,0,1
0,80,0,105.8,43.9,189.6,13.1,0,0,0
0,134,0,178,153.8,236.6,11.7,1,0,0
0,77,24,149.4,123.9,174.3,10.1,1,0,1
0,147,0,209.4,132.5,149.4,11.3,2,0,0
0,74,0,172.1,211.7,182.2,11.6,1,0,0
0,138,0,169.3,217.9,184.2,9.4,1,1,0
0,143,0,119.1,287.7,223,12.2,0,0,0
0,64,0,194.2,173.4,268.7,5.5,2,0,0
0,120,0,198.8,230.1,119.8,9.9,2,0,0
1,121,0,167.7,93.7,241.3,13.4,3,1,0
0,88,0,202.2,216.8,239.4,11.8,2,0,0
1,87,0,322.5,204.6,186.2,9.4,2,0,0
0,100,0,216.2,215.6,138.4,10.2,0,0,0
0,104,0,76.4,115.6,226.3,9.4,3,0,0
0,27,0,72.7,208.6,65.8,9.9,1,0,0
0,81,31,210.4,225.5,168.7,9.7,0,0,1
0,64,33,127.2,162.9,247.4,8.1,0,1,1
0,107,28,201.8,304.9,225.6,11.9,1,0,1
0,88,17,219.5,222.1,188.3,16.1,1,0,1
0,111,0,99.3,270.5,225.3,9,3,0,0
0,77,0,239.2,150,160.8,10.3,5,0,0
0,67,0,120.9,235,95.1,11.4,2,1,0
0,102,0,224.7,129.4,167.6,15.8,1,0,0
0,146,19,176.6,162.7,215.5,14.6,1,0,1
0,144,51,283.9,192,196.3,10,1,0,1
1,96,0,180.6,190.9,295.6,10.3,1,0,0
0,70,31,125.9,196.4,252.7,10.3,1,0,1
0,149,0,237.6,192.4,207.4,9.1,0,0,0
0,129,0,198.4,264.7,111.4,9.2,2,0,0
0,166,0,274.3,52.9,246.1,10.9,0,0,0
1,136,0,199.6,211.4,72.4,11,3,1,0
0,149,0,217.7,273.5,226.9,9.6,3,0,0
0,70,0,134.7,235.9,260.2,7.6,3,0,0
0,120,24,212.7,257.5,227.8,9.7,2,0,1
0,66,0,256.3,180.2,187.3,6.2,2,0,0
0,104,0,183.6,120.7,215.1,12.7,1,0,0
0,160,0,176.2,196,263.9,9.2,1,0,0
0,129,37,205,165.4,185,11.7,1,0,1
1,93,0,267.9,223,262.7,11.3,3,0,0
0,169,0,179.2,175.2,228.6,9.9,2,0,0
0,58,0,149.4,196.5,209.5,14.9,1,0,0
0,75,38,163.6,146.7,345.8,13.1,3,0,1
0,45,0,207.6,152.7,217.8,12.4,1,0,0
0,155,0,165.4,183.7,80.2,8.9,3,0,0
0,52,0,209.8,171.3,154.6,9.9,4,0,0
0,119,27,220.1,268.2,146.5,11.1,0,0,1
0,86,0,141.3,154.3,210.6,8.2,1,0,0
0,42,0,196.5,241.3,143.2,4,0,0,0
0,127,0,180.9,209.5,249.9,7.4,2,1,0
0,123,0,105,251.6,258,14.9,0,0,0
1,98,0,271.4,190.4,284.7,11.1,4,0,0
0,149,43,206.7,174.6,241.5,10.9,1,0,1
0,160,0,166.8,236,307.6,9.3,1,0,0
0,103,0,204.9,135.2,208.2,10.4,5,0,0
0,132,15,154.6,245.6,148.6,9.1,1,0,1
0,137,0,127,323.2,143.9,7.5,1,0,0
0,129,0,267.4,204.2,111.7,5.9,1,1,0
0,62,0,281,160.6,77.9,0,1,0,0
0,122,33,270.8,220.4,169.9,11.8,4,0,1
0,32,0,171.2,185.6,203.3,10.2,1,0,0
0,86,0,124.1,202.6,289.6,6.7,3,0,0
0,130,0,162.8,290.3,114.9,7.2,1,0,0
0,42,0,146.3,255.9,45,8,1,0,0
0,73,0,254.8,143.4,153.9,15,2,0,0
0,66,26,254.9,243.2,190.8,5.4,2,0,1
0,103,31,107.7,188.9,196.2,8.9,0,0,1
0,128,0,158.8,264.8,270,7.6,1,0,0
0,104,0,182.9,239.6,229.8,5.5,2,0,0
0,103,0,198.5,42.5,179.2,12.4,0,0,0
0,124,0,178.4,233.6,179.4,12,0,0,0
0,87,0,110.9,158.5,207.5,6.2,1,0,0
1,109,27,166.9,221.2,197.3,12.3,1,0,1
0,167,0,244.8,60.8,176.7,10.7,2,1,0
1,97,0,120.8,169.8,194.1,11.9,4,0,0
0,106,0,165.3,210,187.2,8.5,2,0,0
0,125,0,126.7,155.5,206.2,14.4,2,0,0
0,108,35,215.9,200.6,195.4,15.5,0,0,1
0,125,0,140.1,209.6,264.1,8,1,0,0
0,89,32,209.9,249.8,224.2,8.7,1,0,1
0,72,29,139.8,138.2,221,5.5,0,1,1
1,23,0,321.6,251.6,141.1,11.3,2,0,0
0,149,0,166.6,218.8,208.3,8.2,7,0,0
0,73,0,214.2,196.8,157.9,5.9,0,0,0
1,61,0,260,210.5,234.7,9,1,0,0
1,161,0,191.9,70.9,204.8,13.4,4,0,0
0,73,0,213,188.8,136.2,13.5,0,0,0
0,118,24,118.1,109.6,245.5,16.9,1,0,1
0,23,0,190.2,166.4,219.8,15,6,0,0
0,127,25,82.2,163.3,264.9,5.1,0,0,1
0,42,32,163.8,177.8,190.4,8.1,0,0,1
1,118,0,267.8,316.4,208.6,14.4,5,0,0
0,45,0,159.8,120.4,163,10.6,2,0,0
0,50,24,214.3,289.8,312.5,10.6,1,0,1
1,179,0,287.3,288,266,10.5,0,0,0
0,152,0,101.2,141.6,198.5,7.5,2,0,0
0,105,0,102.8,281.7,228.1,13.2,2,0,0
0,72,0,109.1,115.7,295.8,8.3,0,0,0
0,52,0,215.9,217,342.8,5.2,1,0,0
0,125,0,203.4,128.7,190.5,11,1,0,0
0,143,0,110.1,169,166.7,9.2,1,0,0
0,65,0,111,219.8,202,4.4,1,0,0
0,80,0,239.9,142.3,364.3,9.3,1,0,0
0,1,0,144.8,112.5,218.7,13.8,1,0,0
0,60,0,135.4,205.9,204,7.9,1,0,0
0,43,0,84.2,80.8,196.1,10.8,1,0,0
0,143,0,209.1,106.1,179.6,14,0,0,0
0,81,24,130.1,196,139.3,11.4,0,0,1
0,205,24,175.8,155,180.7,7.8,2,0,1
0,24,0,241.9,145.2,214.5,6.6,1,0,0
0,74,0,136.7,228.6,265.3,9.8,0,0,0
0,77,0,67.7,195.7,236.5,12,1,0,0
0,74,0,200.4,309.2,152.1,10,1,0,0
1,74,0,125.8,207.7,207.4,14.1,1,1,0
0,200,0,128.2,133.2,177.6,11.2,1,0,0
0,86,0,226.3,223,255.6,13,4,0,0
0,91,37,162.3,233.9,277.4,9.2,0,0,1
0,76,0,224.4,147.9,183.8,6.7,2,0,0
0,130,0,120.5,189.7,270.1,14.3,1,0,0
0,56,0,91.1,179.3,300.7,11.9,2,0,0
0,117,0,168.8,241.4,204.8,15.5,0,0,0
0,63,0,153.5,287.3,230.2,6.5,2,0,0
0,126,0,226.2,140.3,208.9,6.4,0,0,0
0,132,0,191.9,206.9,272,12.6,1,0,0
1,81,28,167.9,190.7,193,9.2,4,0,1
0,122,0,180,145,233.7,11.5,2,0,0
1,46,0,257.4,261.1,204.4,13.4,2,0,0
0,150,28,174.4,169.9,201.6,11,1,0,1
0,99,0,159.7,155.4,255.7,8.4,1,0,0
0,87,0,237.2,222.6,173.3,11,1,0,0
0,108,0,103,242.3,170.2,7.9,1,0,0
0,101,0,153.8,234,196.3,11.6,4,0,0
0,53,0,205.1,160.5,149.5,10.7,3,0,0
0,132,39,175.7,187.2,225.5,8.6,2,0,1
0,158,0,155.9,224.2,221,8.6,2,0,0
0,114,34,154.4,221.4,208.5,10.3,0,0,1
0,77,23,209.7,183.6,205.5,7.1,2,0,1
0,144,0,150,285.9,190.6,9.4,0,1,0
0,91,23,232.4,186,190.5,12.3,3,0,1
0,58,0,165.4,115.7,193.8,12.8,2,0,0
0,5,0,199.2,187.3,214,13.3,3,0,0
0,97,0,217.6,320.5,150.7,4.2,0,0,0
0,107,0,212.1,150.1,219.8,7.7,3,0,0
0,142,30,154,165.8,270,10.8,1,0,1
0,9,31,193.8,202.6,191.2,13.3,1,0,1
0,73,0,175.4,248.1,122.4,12.2,0,0,0
1,48,22,152,258.8,263.2,15.7,2,0,1
0,43,0,230.2,186.7,128.4,9.2,0,0,0
1,122,33,174.9,248.2,164.6,13.5,1,0,1
0,93,0,190.2,262.2,130,8.8,0,0,0
0,85,0,176.4,224.9,219.6,11.5,1,0,0
0,59,0,160.9,251.2,273.4,5,3,0,0
0,87,0,228.7,163,154.1,11.8,1,0,0
0,137,0,144,181.6,128.1,12.3,0,0,0
0,21,31,135.9,271,179.1,9.5,6,0,1
1,129,0,334.3,192.1,191,10.4,0,0,0
0,104,0,130.5,131.2,264.7,13,0,0,0
1,93,21,134.2,162.5,186.6,11.8,4,0,1
1,63,0,278,266.4,224.1,13.1,4,0,0
0,161,0,105.4,214.8,223.6,7.8,0,0,0
0,50,0,188.9,203.9,151.8,11.6,3,0,0
0,103,24,111.8,239.6,268.3,6.9,1,0,1
0,84,33,159.1,149.8,213.4,13,1,0,1
0,92,0,212.4,224.6,221.3,9,1,0,0
0,77,0,142.3,306.3,196.5,9.9,1,0,0
1,64,0,346.8,249.5,275.4,13.3,1,1,0
0,159,15,113.9,145.3,195.2,11.8,1,0,1
1,110,27,267.9,263.3,178.1,8.3,1,1,1
0,138,0,171.4,115.2,224.5,17,3,0,0
0,178,0,275.4,187.5,147.1,13.6,1,0,0
0,38,31,197.2,249.9,298.9,3.9,0,0,1
0,50,35,192.6,135.2,216.2,7.9,2,0,1
0,45,26,91.7,150.6,63.3,7.7,1,0,1
0,70,0,126.3,141.6,255.9,9.6,0,0,0
0,147,33,251.5,234.1,213.4,10.4,3,0,1
0,94,0,190.6,152.3,144.7,7.5,1,0,0
0,179,0,116.1,201.8,181.9,11.6,0,0,0
0,116,0,217.3,216.1,148.1,11.3,2,0,0
0,59,0,179.4,232.5,175.8,14.7,0,0,0
0,165,0,207.7,164.8,54.5,7.9,0,0,0
1,133,0,277.3,228.4,117.3,12.8,2,0,0
0,140,0,125.3,167.6,260.6,8.4,1,0,0
0,93,32,138.1,167.3,238.9,6.8,2,0,1
0,52,38,169.3,225.9,172,8.2,0,0,1
0,64,27,201.3,143.8,150.2,12.3,1,0,1
0,12,0,216.7,116.5,220,9.8,2,1,0
0,48,0,190.4,317.5,133.4,8.3,2,0,0
0,181,0,143.3,195.5,223.3,6,1,0,0
0,168,42,97.4,203.6,173.9,11.4,2,0,1
0,155,0,181.4,167.7,168.5,11.3,3,0,0
0,105,0,246.4,256.2,169,3.8,0,0,0
0,11,0,143.4,289.4,194,9.7,2,0,0
0,182,0,104.9,198.5,258.2,8,2,0,0
0,104,0,156.2,193,222.7,13.1,1,0,0
0,102,0,114.8,81.9,304.3,12,0,0,0
0,122,0,232.5,205.5,213.7,11.9,0,0,0
0,41,0,143.6,152.4,194.4,8.6,1,0,0
0,132,0,176.7,244.1,176.3,9.1,2,0,0
1,76,0,263.4,230.3,170.6,11.4,1,0,0
0,13,0,146.4,148.5,216.7,11.3,1,0,0
0,115,33,145,194.5,242.3,14.2,2,0,1
0,67,0,167.8,167.7,110.3,8.4,1,0,0
